---,ra,dec,dist,mag,spect,ci,x,y,z,lum,proper,hip,bf,gl
27973,8.688489,-4.808932,33.8181,7.59,K0,0.76,-21.808462,25.6908,-2.835079,4.839495,,42634,,
27974,8.700466,63.455467,312.5,7.59,K5,1.54,-90.711212,106.182655,279.558533,0.917065,,42688,,
27975,8.881765,-43.753189,263.852203,7.59,K0III,1.08,-130.530106,138.871735,-182.46785,78.270844,,43609,,
27976,8.902584,39.254757,87.642403,7.59,F2,0.38,-46.748466,49.195961,55.457451,55.821308,,43714,,
27977,8.916322,-10.985543,263.157898,7.59,K0,1.158,-178.625626,186.628448,-50.147713,6.160274,,43776,,
27978,8.979274,23.966719,120.192299,7.59,A2,0.222,-77.238602,78.081413,48.8228,55.51368,,44078,,
27979,9.109002,20.119307,440.528595,7.59,K0,1.134,-300.718994,284.027802,151.531326,11.577106,,44705,,
27980,9.197587,-6.979567,350.877197,7.59,M...,1.628,-258.673065,233.206329,-42.636978,155.596558,,45143,,
27981,9.207694,58.711536,293.255096,7.59,K0,1.043,-113.386833,101.681221,250.605087,98.718826,,45186,,
27982,9.364461,-13.537159,378.787903,7.59,K2III,1.328,-284.026672,234.409088,-88.665131,68.928688,,45927,,
27983,9.369509,-0.425863,208.768295,7.59,G5,0.909,-161.185059,132.669418,-1.551698,115.027054,,45944,,
27984,9.394743,-52.426952,188.323898,7.59,A9V,0.348,-89.143753,72.390633,-149.261108,34.930115,,46070,,
27985,9.397335,55.193558,161.030594,7.59,K0III-IV,1.06,-71.392677,57.895252,132.219818,28.444611,,46082,,
27986,9.640919,-62.555889,854.700928,7.59,B8V,-0.028,-321.147614,228.111801,-758.51355,20.796967,,47309,,
27987,9.721287,-60.029327,543.478271,7.59,B5V,-0.06,-224.602203,152.529114,-470.805023,585.598572,,47676,,
27988,9.748833,-64.653404,425.531891,7.59,K4/K5III,1.677,-151.435394,101.253242,-384.567932,236.809982,,47827,,
27989,9.899765,27.695454,107.066399,7.59,A0,0.159,-80.827103,49.537785,49.76144,145.211166,,48541,,
27990,10.015362,53.124428,50.9165,7.59,F8,0.55,-26.521782,15.170299,40.730175,9.187556,,49070,,
27991,10.018349,-72.318474,81.234802,7.59,F7IV/V,0.496,-21.426413,12.234028,-77.397224,2.077782,,49086,,
27992,10.032783,-14.39285,497.51239,7.59,M1III,1.597,-419.388123,237.358124,-123.666168,5.291759,,49159,,
27993,10.034736,-15.029099,185.873596,7.59,A2V,0.14,-156.274918,88.34037,-48.198807,198.426651,,49169,,
27994,10.058364,53.335266,370.370392,7.59,K0,1.108,-193.197388,107.640366,297.090149,27.694912,,49274,,
27995,10.305892,-52.331608,100000,7.59,K2/K3III,1.429,-55196.65234,26222.98242,-79156.07813,109.95121,,50471,,
27996,10.31396,-23.181358,222.717102,7.59,K0III,1.034,-185.11232,87.465034,-87.67099,8016780.5,,50504,,
27997,10.361645,48.041992,48.756699,7.59,G0,0.615,-29.64509,13.557308,36.257191,39.774067,,50742,,
27998,10.471018,46.177563,177.304993,7.59,F8,0.577,-113.065445,47.84153,127.92363,1.905461,,51261,,
27999,10.664048,37.839073,118.483398,7.59,K0,0.99,-87.905754,32.06332,72.683136,25.211576,,52197,,
28000,10.778226,16.542902,259.067413,7.59,K0,1.29,-235.74765,78.087585,73.765091,11.25123,,52718,,
28001,10.819216,-5.406905,166.944901,7.59,K0,0.962,-158.323959,50.563419,-15.730934,53.802197,,52899,,
28002,10.921731,-52.653259,114.285698,7.59,A9V,0.315,-66.585876,19.312246,-90.854721,22.34601,,53395,,
28003,11.01397,-49.019836,32.905602,7.59,G5V,0.637,-20.864391,5.508937,-24.841642,10.471286,,53837,,
28004,11.09713,29.998358,247.524796,7.59,K0,1.053,-208.40567,50.199501,123.756256,0.867761,,54240,,
28005,11.187872,66.738823,354.609894,7.59,K0,1.198,-136.890213,29.551512,325.785126,49.1134,,54655,,
28006,11.254704,-77.518372,285.714294,7.59,B8III,0.521,-60.578712,11.972457,-278.961548,100.832375,,54958,,
28007,11.450896,21.852255,33.749599,7.59,G5,0.63,-31.001469,4.487578,12.56209,65.463615,,55868,,
28008,11.451406,-47.761223,178.253098,7.59,K0III,1.07,-118.591927,17.150377,-131.96965,0.912851,,55869,,
28009,11.478479,-39.820724,141.843994,7.59,G8IV,0.844,-107.929688,14.828381,-90.835136,25.468302,,56010,,
28010,11.798224,-28.323181,181.488205,7.59,A2/A3m...,0.333,-159.538574,8.435449,-86.106064,16.128723,,57560,,
28011,11.830225,-46.015007,395.256897,7.59,K1III,1.3,-274.223053,12.196366,-284.396027,26.399761,,57682,,
28012,11.946757,5.344831,213.675201,7.59,K0,1.009,-212.725494,2.965366,19.903772,125.198753,,58251,,
28013,11.951883,-63.676712,100000,7.59,F7Ib-II,0.646,-44340.03516,558.596802,-89630.625,36.610023,,58278,,
28165,0.104706,-10.778477,666.666687,7.6,M...,1.539,654.659058,17.950033,-124.674881,25.656652,,520,,
28166,0.20243,48.182251,462.963013,7.6,K0,1.314,308.253387,16.351595,345.032196,353.183167,,982,,
28167,0.388297,60.235619,315.457397,7.6,A0,0.234,155.795441,15.892315,273.840454,170.29425,,1840,,
28168,0.439447,24.734947,280.898895,7.6,K0IV,0.976,253.440765,29.286913,117.534035,79.067863,,2088,,
28169,0.570185,54.066463,228.832993,7.6,A0,0.108,132.796417,19.971607,185.28569,62.69025,,2697,,
28170,0.625336,55.225353,119.0476,7.6,G0,0.638,66.990936,11.066344,97.785896,41.610218,,2955,,
28171,0.681311,31.116604,61.919498,7.6,F4V,0.458,52.169434,9.4053,31.998913,11.261598,,3214,,
28172,0.812448,18.685534,64.1026,7.6,G0,0.614,59.355408,12.818695,20.536795,3.045089,,3795,,
28173,0.831325,30.450287,192.307693,7.6,G8IV,1.064,161.870377,35.79678,97.458977,3.262872,,3884,,
28174,0.832293,-22.102064,367.647095,7.6,K4III,1.414,332.576355,73.635384,-138.330032,29.376497,,3893,,
28175,0.899111,-54.592255,240.384598,7.6,K0III,1.14,135.436081,32.482075,-195.925339,107.349495,,4228,,
28176,0.962155,-15.787093,108.3424,7.6,F2V,0.418,100.965683,25.984306,-29.476027,45.9198,,4506,,
28177,1.033245,2.525962,114.678902,7.6,F6V,0.492,110.401421,30.614288,5.054137,9.323952,,4825,,
28178,1.314549,4.653784,222.717102,7.6,A2,0.165,208.966476,74.895889,18.070057,10.442392,,6142,,
28179,1.315042,33.515808,215.053802,7.6,A5,0.347,168.776321,60.515839,118.745613,39.409416,,6145,,
28180,1.346085,-25.103832,199.203201,7.6,K1III,1.156,169.301025,62.261322,-84.513947,36.745148,,6293,,
28181,1.40326,51.173504,185.185196,7.6,A2,0.28,108.357269,41.700756,144.268188,31.506489,,6548,,
28182,1.599699,-36.453678,478.468903,7.6,M2III,1.62,351.591064,156.505157,-284.293365,27.239555,,7449,,
28183,1.613064,63.414474,606.060608,7.6,B8III,0.101,247.404129,111.167091,541.980164,181.802567,,7512,,
28184,1.693841,-2.959583,401.606415,7.6,G5,0.96,362.278503,172.081467,-20.735544,291.877075,,7904,,
28185,1.931736,62.363495,215.982697,7.6,B8V,0.11,87.644836,48.534485,191.340927,128.115005,,9000,,
28186,1.974755,53.077515,520.833313,7.6,G5,1.15,271.992004,154.646912,416.379639,37.051006,,9212,,
28187,1.978977,45.435249,174.216003,7.6,M8,1.2,106.206329,60.541447,124.121567,215.377335,,9234,,
28188,2.006315,10.62992,221.729507,7.6,G5,0.924,188.547714,109.274063,40.901245,24.099054,,9369,,
28189,2.057192,-4.329731,729.927002,7.6,G5,0.996,624.811829,373.318695,-55.106686,39.048107,,9596,,
28190,2.137221,-55.526066,216.450195,7.6,K1III,1.1,103.834671,65.030128,-178.438034,423.058075,,9961,,
28191,2.14057,43.19101,57.339401,7.6,F5,0.616,35.4104,22.220341,39.244961,37.222027,,9974,,
28192,2.552402,58.462246,129.533707,7.6,A3III,0.157,53.181839,41.979374,110.40078,2.610959,,11870,,
28193,2.569592,-31.523842,101.936798,7.6,A9V,0.36,67.961922,54.144367,-53.297993,13.329075,,11950,,
28194,2.753473,-15.426652,295.858002,7.6,G5/G6III,0.827,214.252701,188.239517,-78.699577,8.256577,,12850,,
28195,2.767518,35.450512,495.0495,7.6,K0,1.238,301.975922,267.28595,287.12851,69.502434,,12915,,
28196,2.953515,-36.432972,121.951202,7.6,F0V,0.363,70.217712,68.529137,-72.424622,194.62561,,13767,,
28197,2.965026,46.661217,119.189499,7.6,A5,0.186,58.369267,57.310001,86.6875,11.814082,,13821,,
28198,3.012091,-27.641832,110.375298,7.6,F8V,0.597,68.920021,69.357704,-51.207836,11.282361,,14035,,
28199,3.088407,-40.984222,80.906097,7.6,F5V,0.475,42.175655,44.174618,-53.062363,9.673864,,14361,,
28200,3.2835,-63.330521,169.779297,7.6,K2III,1.101,49.740368,57.732014,-151.716583,5.19996,,15272,,
28201,3.339066,19.730356,123.152702,7.6,A2+...,0.188,74.38028,88.913612,41.575615,22.887587,,15550,,
28202,3.460443,7.750471,173.611099,7.6,F0,0.412,106.129974,135.384903,23.413034,12.044811,,16116,,
28203,3.559977,14.678491,613.496887,7.6,M...,1.87,353.846893,476.449341,155.456924,23.944181,,16593,,
28204,3.586632,38.015171,289.017303,7.6,B8Vp,0.071,134.483536,183.744949,177.997116,298.950989,,16724,,
28205,3.603254,8.886457,263.157898,7.6,K0,1.453,152.644348,210.473785,40.651806,66.374306,,16796,,
28206,3.652014,65.660057,190.114105,7.6,A0,0.089,45.188763,64.012123,173.216034,55.004726,,17036,,
28207,3.698609,43.514374,152.438995,7.6,G5,1.149,62.648804,91.083549,104.959816,28.707806,,17271,,
28208,3.890026,-10.545421,444.444397,7.6,K0,1.126,229.271408,371.953308,-81.339966,18.450153,,18185,,
28209,4.039397,-28.530935,61.387402,7.6,F8/G0V,0.566,26.483084,46.982529,-29.32066,156.891708,,18839,,
28210,4.131852,16.530613,162.337708,7.6,B9m,0.102,73.116234,137.383087,46.189594,2.992265,,19281,,
28211,4.150865,71.343681,334.448212,7.6,B9,0.043,49.793243,94.693321,316.87442,20.931482,,19377,,
28212,4.185595,45.402065,149.253693,7.6,G5,0.978,47.92775,93.193054,106.276299,88.879173,,19541,,
28213,4.368319,81.632088,204.498993,7.6,A0,0.145,12.32966,27.086308,202.321899,17.70109,,20402,,
28214,4.387509,-5.005698,301.204803,7.6,K2,1.266,122.939499,273.714264,-26.281567,33.204735,,20471,,
28215,4.703741,37.514904,57.937401,7.6,F8,0.602,15.297856,43.334717,35.282009,72.044365,,21878,,
28216,4.901165,-35.404518,25.163601,7.6,K0V,0.792,5.819249,19.667559,-14.578417,2.666859,,22787,,
28217,4.962905,-34.892227,153.374207,7.6,K1IV,1.148,33.738438,121.193527,-87.735352,0.503037,,23061,,NN 3319
28218,5.132158,26.327963,36.390099,7.6,G5IV,0.664,7.346535,31.776684,16.139078,18.6896,,23884,,
28219,5.191161,-69.546089,237.529694,7.6,K5III,1.542,17.445654,81.151634,-222.554306,1.051962,,24173,,
